Festival name,Date,State/UT,District,Temperature (°C),Condition,Humidity (%),Wind Speed (km/h),Last Updated
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Telangana,Karimnagar,21.6,Clear,46,7.2,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Telangana,Khammam,19.0,Clear,85,10.8,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Telangana,Komaram Bheem Asifabad,22.2,Clear,33,6.5,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Tripura,Dhalai,13.2,Clear,69,3.6,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Sikkim,East Sikkim,7.1,Clear,84,3.6,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Rajasthan,Barmer,15.9,Clear,29,15.8,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Rajasthan,Bundi,15.2,Clear,35,10.4,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Rajasthan,Bhilwara,14.2,Clear,33,14.0,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Madhya Pradesh,Alirajpur,19.6,Clear,36,5.8,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Nagaland,Mokokchung,12.8,Clear,81,5.8,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Madhya Pradesh,Barwani,20.3,Clear,35,10.8,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Nagaland,Phek,7.0,Clear,93,3.6,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Mizoram,Mamit,8.9,Clear,61,4.0,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Odisha,Balangir,18.8,Clear,33,5.0,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Madhya Pradesh,Chhatarpur,17.7,Clear,61,10.4,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Odisha,Deogarh,16.9,Clear,30,3.6,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Mizoram,Aizawl,13.2,Clear,61,4.0,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Punjab,Barnala,10.9,Clear,37,8.6,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Punjab,Faridkot,11.6,Clear,32,11.2,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Punjab,Fatehgarh Sahib,11.0,Clear,42,8.6,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Punjab,Fazilka,13.0,Clear,28,10.4,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Jharkhand,Gumla,16.3,Clear,48,6.5,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Punjab,Hoshiarpur,11.1,Clear,43,5.0,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Punjab,Jalandhar,10.6,Clear,38,6.8,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Rajasthan,Ajmer,15.3,Clear,35,11.2,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Rajasthan,Alwar,14.1,Clear,43,8.6,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Rajasthan,Banswara,18.3,Clear,41,13.0,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Rajasthan,Baran,17.0,Clear,67,11.9,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Tripura,West Tripura,15.4,Clear,54,5.0,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Tripura,South Tripura,15.4,Clear,54,5.0,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Tripura,North Tripura,15.4,Clear,54,5.0,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttar Pradesh,Agra,15.0,Clear,56,11.9,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,West Bengal,Jalpaiguri,17.3,Clear,68,3.6,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Andaman and Nicobar Islands,Nicobar,27.2,Light rain shower,80,27.7,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Andaman and Nicobar Islands,South Andaman,27.2,Light rain shower,80,27.7,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Chandigarh,Chandigarh,12.1,Clear,40,9.0,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Dadra and Nagar Haveli and Daman and Diu,Daman,21.2,Clear,42,11.9,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Dadra and Nagar Haveli and Daman and Diu,Diu,18.8,Clear,35,17.6,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Dadra and Nagar Haveli and Daman and Diu,Dadra and Nagar Haveli,21.2,Clear,42,11.9,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Lakshadweep,Kavaratti,27.4,Clear,72,10.1,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Delhi,Central Delhi,15.3,Mist,72,9.4,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Delhi,East Delhi,15.3,Mist,72,9.4,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Delhi,New Delhi,15.3,Mist,72,9.4,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Delhi,North Delhi,15.3,Mist,72,9.4,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Delhi,North East Delhi,15.3,Mist,72,9.4,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Delhi,North West Delhi,15.3,Mist,72,9.4,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Delhi,Shahdara,15.3,Mist,72,9.7,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Delhi,South Delhi,15.3,Mist,72,9.4,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Delhi,South East Delhi,15.3,Mist,72,9.4,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Delhi,South West Delhi,15.3,Mist,72,9.4,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Puducherry,Karaikal,23.9,Patchy rain nearby,77,13.7,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Puducherry,Mahe,23.6,Clear,89,7.2,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Puducherry,Puducherry,23.5,Partly Cloudy,76,13.3,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Puducherry,Yanam,19.4,Clear,86,3.6,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,West Bengal,Jhargram,19.4,Clear,75,8.3,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Andaman and Nicobar Islands,North and Middle Andaman,27.2,Light rain shower,80,27.7,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,West Bengal,Howrah,19.0,Mist,88,5.8,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttarakhand,Champawat,11.9,Clear,50,9.0,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttar Pradesh,Aligarh,15.8,Clear,43,11.2,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttar Pradesh,Allahabad,17.3,Partly Cloudy,51,10.8,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttar Pradesh,Ambedkar Nagar,16.6,Clear,52,6.1,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttar Pradesh,Amethi,16.0,Clear,54,13.3,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttar Pradesh,Amroha,13.9,Clear,38,14.0,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttar Pradesh,Auraiya,16.0,Clear,65,12.2,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttar Pradesh,Azamgarh,15.5,Clear,54,7.9,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttar Pradesh,Baghpat,15.3,Mist,72,11.2,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttar Pradesh,Bahraich,16.0,Clear,60,13.3,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttarakhand,Almora,6.0,Clear,50,3.6,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttarakhand,Chamoli,-8.0,Clear,58,12.6,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttarakhand,Bageshwar,6.0,Clear,50,3.6,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttarakhand,Dehradun,10.9,Clear,44,7.2,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,West Bengal,Burdwan,19.0,Clear,52,6.8,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,West Bengal,Hooghly,19.0,Mist,88,7.6,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,West Bengal,Cooch Behar,17.8,Clear,64,3.6,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttarakhand,Haridwar,12.1,Clear,42,5.8,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttarakhand,Pauri Garhwal,12.9,Clear,39,10.4,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttarakhand,Pithoragarh,6.9,Clear,61,5.8,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Uttarakhand,Rudraprayag,6.8,Clear,52,3.6,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,West Bengal,Bankura,19.1,Clear,50,5.4,2025-01-23 23:15:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Manipur,Imphal East,7.5,Clear,65,5.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Nagaland,Dimapur,12.7,Clear,63,4.3,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Mizoram,Saitual,8.9,Clear,61,4.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Mizoram,Lawngtlai,11.7,Clear,48,4.7,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Mizoram,Lunglei,11.5,Clear,52,5.8,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Manipur,Kangpokpi,7.5,Clear,65,5.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Meghalaya,Jaintia Hills,20.2,Partly cloudy,78,10.8,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Manipur,Kakching,7.8,Clear,68,4.3,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Manipur,Imphal West,7.5,Clear,65,5.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Mizoram,Serchhip,11.9,Clear,52,4.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Telangana,Hyderabad,20.4,Mist,88,11.9,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Nagaland,Kohima,8.7,Clear,52,5.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Nagaland,Mon,16.1,Patchy rain nearby,78,3.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Nagaland,Tuensang,6.8,Mist,97,3.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Nagaland,Zunheboto,9.2,Clear,88,4.7,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Odisha,Angul,18.7,Clear,54,4.3,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Odisha,Bargarh,21.6,Clear,28,3.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Odisha,Bhadrak,20.4,Clear,88,5.8,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Odisha,Cuttack,21.3,Mist,94,6.8,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Odisha,Dhenkanal,21.3,Mist,94,6.8,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Odisha,Ganjam,19.5,Clear,82,4.3,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Punjab,Amritsar,10.3,Mist,82,9.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Punjab,Ferozepur,11.4,Clear,32,10.1,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Punjab,Gurdaspur,10.4,Clear,41,3.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Rajasthan,Bikaner,16.4,Clear,33,11.9,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Andhra Pradesh,Chittoor,18.5,Clear,93,4.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Manipur,Churachandpur,8.5,Clear,71,3.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Andhra Pradesh,Anantapur,22.1,Clear,64,14.4,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Andhra Pradesh,Visakhapatnam,23.3,Clear,67,3.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Bihar,Darbhanga,14.8,Clear,54,7.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Arunachal Pradesh,Upper Subansiri,17.7,Mist,94,3.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Haryana,Charkhi Dadri,14.1,Clear,37,8.3,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Haryana,Faridabad,15.0,Mist,72,9.7,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Haryana,Fatehabad,13.4,Clear,40,12.2,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Bihar,Aurangabad,21.3,Mist,73,12.2,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Bihar,Arwal,15.2,Mist,94,6.8,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Haryana,Hisar,14.4,Clear,36,12.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Haryana,Jhajjar,15.0,Mist,72,10.1,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Haryana,Jind,13.0,Clear,38,11.9,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Haryana,Kaithal,11.9,Clear,41,9.4,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Himachal Pradesh,Bilaspur,18.1,Clear,34,5.4,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Himachal Pradesh,Chamba,3.1,Clear,38,14.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Himachal Pradesh,Hamirpur,17.2,Clear,64,10.4,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Himachal Pradesh,Kangra,7.6,Clear,42,8.3,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Bihar,Araria,15.8,Clear,52,5.4,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Himachal Pradesh,Lahaul and Spiti,-27.3,Mist,96,4.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Himachal Pradesh,Mandi,7.5,Clear,48,8.3,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Himachal Pradesh,Shimla,8.8,Clear,56,7.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Assam,Dhubri,17.3,Clear,60,5.8,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Himachal Pradesh,Sirmaur,17.4,Clear,58,6.8,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Jharkhand,Bokaro,18.0,Clear,42,4.3,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Jharkhand,Chatra,15.4,Clear,54,3.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Jharkhand,Deoghar,17.4,Clear,46,3.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Jharkhand,Dhanbad,19.0,Clear,40,6.1,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Jharkhand,Dumka,17.2,Clear,44,3.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Bihar,Banka,15.7,Clear,52,3.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Haryana,Bhiwani,14.1,Clear,37,8.3,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Bihar,Begusarai,14.5,Clear,57,5.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Goa,South Goa,24.6,Clear,66,13.3,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Chhattisgarh,Balod,18.4,Clear,28,4.7,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Chhattisgarh,Baloda Bazar,19.7,Clear,30,4.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Chhattisgarh,Balrampur,15.7,Clear,56,13.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Chhattisgarh,Bastar,18.2,Clear,32,3.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Chhattisgarh,Bemetara,19.7,Clear,30,4.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Chhattisgarh,Bijapur,24.4,Clear,29,14.4,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Chhattisgarh,Bilaspur,18.1,Clear,34,5.4,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Bihar,Buxar,15.3,Clear,62,7.2,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Chhattisgarh,Dhamtari,18.4,Clear,28,4.7,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Chhattisgarh,Durg,20.6,Clear,28,4.3,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Goa,North Goa,24.6,Clear,66,13.3,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Gujarat,Ahmedabad,21.4,Overcast,40,16.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Haryana,Ambala,12.3,Clear,42,12.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Gujarat,Amreli,18.8,Clear,37,18.7,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Gujarat,Anand,18.1,Clear,33,14.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Arunachal Pradesh,West Siang,18.3,Clear,34,6.8,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Bihar,Bhojpur,14.2,Clear,47,9.4,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Gujarat,Banaskantha,15.5,Clear,36,13.7,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Bihar,Bhagalpur,15.3,Clear,55,3.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Gujarat,Bharuch,20.2,Clear,35,13.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Gujarat,Bhavnagar,20.2,Clear,43,21.2,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Gujarat,Botad,19.6,Clear,34,22.3,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Gujarat,Chhota Udaipur,14.7,Clear,37,8.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Gujarat,Dahod,18.9,Clear,36,10.8,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Jharkhand,East Singhbhum,19.4,Clear,86,3.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Jharkhand,Garhwa,17.2,Clear,54,5.8,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Jharkhand,Giridih,18.0,Clear,43,4.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Assam,Biswanath,20.7,Clear,74,9.4,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Jharkhand,Godda,15.7,Clear,52,3.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Maharashtra,Dhule,22.8,Clear,36,13.3,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Madhya Pradesh,Ashoknagar,16.6,Clear,63,15.5,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Madhya Pradesh,Balaghat,19.6,Clear,34,5.8,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Madhya Pradesh,Betul,19.1,Clear,47,4.7,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Madhya Pradesh,Bhind,16.8,Partly Cloudy,60,14.4,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Madhya Pradesh,Bhopal,16.9,Clear,61,13.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Madhya Pradesh,Burhanpur,20.8,Clear,42,9.4,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Andhra Pradesh,Srikakulam,20.8,Clear,78,3.6,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Maharashtra,Ahmednagar,22.8,Clear,27,9.0,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Maharashtra,Akola,23.1,Clear,30,6.5,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Kerala,Palakkad,24.1,Mist,69,11.2,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Assam,Barpeta,15.4,Clear,73,6.5,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Maharashtra,Amravati,22.8,Clear,30,8.3,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Maharashtra,Aurangabad,21.3,Mist,73,12.2,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Andhra Pradesh,Kurnool,21.8,Clear,66,16.9,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Andhra Pradesh,Krishna,22.3,Mist,88,10.8,2025-01-23 23:00:00
Chhat Puja (Pratihar Sashthi/Surya Sashthi),2025-10-30,Andhra Pradesh,Guntur,22.3,Mist,88,5.4,2025-01-23 23:00:00
